,Brand,Model,Mileage,Year,Price,Price Drop
358,Nissan,Rogue,22734,2019,23195,FALSE
359,Audi,A5,30479,2018,35686,FALSE
360,Toyota,RAV4,30408,2017,25420,FALSE
361,Dodge,Durango,45026,2020,37997,FALSE
362,Subaru,Ascent,17895,2019,33488,FALSE
363,Mercedes-Benz,C-Class,46970,2015,23886,FALSE
364,Ford,Explorer,119701,2018,22899,FALSE
365,Porsche,911,7631,2019,150995,FALSE
366,Ford,F-150,63538,2018,30690,FALSE
367,Ford,Explorer,22881,2018,32998,FALSE
368,Mercedes-Benz,GLK,65004,2012,16995,FALSE
369,Bentley,Bentayga,32899,2018,149995,FALSE
370,Porsche,Panamera,9318,2018,81995,FALSE
371,Jeep,Wrangler,38990,2020,37397,FALSE
372,Land Rover,Range Rover Sport,47608,2016,51500,FALSE
373,Lexus,RX,35638,2019,44569,FALSE
374,Audi,A4,108202,2014,12999,FALSE
375,Mercedes-Benz,GLB,9414,2021,45625,FALSE
376,Lotus,Evora,7232,2011,54995,FALSE
377,Mercedes-Benz,E-Class,23448,2019,47901,FALSE
378,Audi,Q5,23670,2018,35686,FALSE
379,Lamborghini,Huracan,3576,2020,295500,FALSE
380,Mercedes-Benz,C-Class,44069,2018,26990,FALSE
381,Ford,F-150,144731,2013,13700,FALSE
382,Nissan,Rogue,42879,2019,24998,FALSE
383,Jeep,Cherokee,29970,2019,23740,FALSE
384,Lexus,RX,30439,2018,36400,TRUE
385,Mercedes-Benz,GLE,30039,2019,48903,FALSE
386,Dodge,Charger,50229,2019,24942,FALSE
387,Mercedes-Benz,S-Class,31535,2019,81902,FALSE
388,Nissan,Rogue,63217,2018,19995,FALSE
389,Porsche,Cayenne,26789,2018,77995,FALSE
390,Dodge,Grand Caravan,29728,2019,23995,FALSE
391,Nissan,Rogue,23244,2018,22695,FALSE
392,GMC,Terrain,51527,2020,26697,FALSE
393,INFINITI,QX56,129625,2006,7950,FALSE
394,Land Rover,LR2,109575,2011,10985,FALSE
395,Subaru,Impreza,17719,2019,22998,FALSE
396,Hyundai,Kona,15659,2019,26984,FALSE
397,Dodge,Journey,43422,2019,23497,FALSE
398,Toyota,RAV4,48337,2018,21980,FALSE
399,Lexus,RX,42508,2019,40869,FALSE
400,Jeep,Grand Cherokee,20011,2019,35086,TRUE
401,Mercedes-Benz,GLC,8651,2021,50080,FALSE
402,BMW,X5,56700,2017,30495,FALSE
403,Jeep,Compass,42195,2020,25297,FALSE
404,Ford,F-150,27357,2020,42600,FALSE
405,Honda,Civic,30426,2017,19995,FALSE
406,Nissan,Rogue,66771,2018,17890,FALSE
407,Dodge,Journey,97826,2016,11695,FALSE
408,Mercedes-Benz,G-Class,8572,2021,199906,FALSE
409,Lexus,RX,10539,2019,46069,FALSE
410,Nissan,Rogue,36059,2019,24000,FALSE
411,Honda,Civic,103997,2009,7442,FALSE
412,Mercedes-Benz,GLC,15413,2019,41901,FALSE
413,Chevrolet,Silverado 1500,166042,2016,14900,FALSE
414,Mercedes-Benz,CLA,25447,2019,29861,FALSE
415,Nissan,Rogue,22647,2019,23995,FALSE
416,Chevrolet,Equinox,40096,2020,25397,FALSE
417,Nissan,Rogue,43501,2019,22295,FALSE
418,GMC,Acadia,21914,2019,32419,FALSE
419,Jeep,Compass,27912,2019,21995,FALSE
420,Lexus,RX,81975,2013,21995,FALSE
421,Lexus,RX,10356,2018,40469,FALSE
422,Mercedes-Benz,C-Class,9727,2021,46750,FALSE
423,Toyota,RAV4,10953,2016,24686,FALSE
424,Mitsubishi,Outlander,43265,2020,23097,FALSE
425,Jeep,Grand Cherokee,121100,2014,13995,FALSE
426,Honda,Accord,52531,2018,23913,FALSE
427,Mercedes-Benz,E-Class,33141,2019,46901,FALSE
428,Toyota,RAV4,21360,2018,29995,FALSE
429,Nissan,Sentra,13733,2019,17495,FALSE
430,Porsche,911,40408,2015,87500,FALSE
431,Nissan,Rogue,24234,2019,24495,FALSE
432,Nissan,Altima,5436,2019,20395,FALSE
433,Acura,TSX,136740,2009,5995,FALSE
434,Honda,Accord,75589,2015,11495,FALSE
435,Mercedes-Benz,GLE,41655,2018,42901,FALSE
436,Jeep,Grand Cherokee,37440,2018,31540,FALSE
437,Mercedes-Benz,E-Class,66291,2018,29995,FALSE
438,Kia,Sorento,50061,2019,22998,FALSE
439,Nissan,Rogue,19760,2019,23395,FALSE
440,Mercedes-Benz,GLS,35371,2019,64901,FALSE
